record_id,target_id,pmid,year,priority,suggested_decision,matched_population_terms,matched_ingredient_terms,matched_outcome_terms,matched_study_terms,title,url
pubmed:38811233:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,38811233,2024,likely_exclude,likely_exclude,anticoagulant; atrial fibrillation,epa,bleeding; platelet,,A Novel Risk Score for Major Bleeding in Japanese Patients with Non-Valvular Atrial Fibrillation: The J-RISK AF Study.,https://pubmed.ncbi.nlm.nih.gov/38811233/
pubmed:36304597:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,36304597,2022,likely_exclude,likely_exclude,anticoagulant,fish oil; cranberry; glucosamine; herbal; supplement,bleeding,,Dietary supplements and bleeding.,https://pubmed.ncbi.nlm.nih.gov/36304597/
pubmed:35776157:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,35776157,2022,likely_exclude,likely_exclude,anticoagulant,fish oil,bleeding; hemorrhage; platelet; adverse event,case report,Fatal adverse events of rivaroxaban combined with aspirin: an analysis using data from VigiBase.,https://pubmed.ncbi.nlm.nih.gov/35776157/
pubmed:35364298:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,35364298,2022,likely_exclude,likely_exclude,,fish oil; supplement,hemorrhage,cohort,The Influence of Select Medications on Prospective Hemorrhage Risk in Patients with Spinal or Cerebral Cavernous Malformations.,https://pubmed.ncbi.nlm.nih.gov/35364298/
pubmed:34555978:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,34555978,2021,likely_exclude,likely_exclude,warfarin; anticoagulation,epa,hemorrhage; platelet,randomized; clinical trial,Emerging agents for the treatment and prevention of stroke: progress in clinical trials.,https://pubmed.ncbi.nlm.nih.gov/34555978/
pubmed:34298589:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,34298589,2021,likely_exclude,likely_exclude,warfarin,fish oil,bleeding; platelet,systematic review; meta-analysis; randomised,Medical adjuvant treatment to increase patency of arteriovenous fistulae and grafts.,https://pubmed.ncbi.nlm.nih.gov/34298589/
pubmed:32567446:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,32567446,2020,likely_exclude,likely_exclude,warfarin; anticoagulant,fish oil,bleeding,,Complications in skin grafts when continuing antithrombotic therapy prior to cutaneous surgery requiring skin grafting: an observational study.,https://pubmed.ncbi.nlm.nih.gov/32567446/
pubmed:32243872:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,32243872,2020,likely_exclude,likely_exclude,anticoagulant,omega-3; epa,bleeding; platelet,,Catch of the Day: Icosapent Ethyl for Reducing Cardiovascular Risk.,https://pubmed.ncbi.nlm.nih.gov/32243872/
pubmed:30369592:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,30369592,2018,likely_exclude,likely_exclude,anticoagulation,fish oil,bleeding; platelet,,Therapeutic Strategy for Gastrointestinal Bleeding in Patients With Left Ventricular Assist Device.,https://pubmed.ncbi.nlm.nih.gov/30369592/
pubmed:29627068:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,29627068,2018,likely_exclude,likely_exclude,warfarin; anticoagulant,omega-3; fish oil; supplement,bleeding; platelet,clinical trial,Role of Fish Oil in Post-Cardiotomy Bleeding: A Summary of the Basic Science and Clinical Trials.,https://pubmed.ncbi.nlm.nih.gov/29627068/
pubmed:29299477:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,29299477,2017,likely_exclude,likely_exclude,anticoagulation,fish oil; supplement,bleeding,clinical trial; cohort,Novel venous thromboembolic disease (VTED) prophylaxis for total knee arthroplasty-aspirin and fish oil.,https://pubmed.ncbi.nlm.nih.gov/29299477/
pubmed:29256925:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,29256925,2018,likely_exclude,likely_exclude,anticoagulant,fish oil; vitamin k; supplement,bleeding,,Dispelling myths about intravenous fish oil-based lipid emulsions: a clinical perspective.,https://pubmed.ncbi.nlm.nih.gov/29256925/
pubmed:28197979:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,28197979,2017,likely_exclude,likely_exclude,warfarin; inr,omega-3; epa,inr; platelet; interaction; adverse event,pharmacokinetic,No Effect of Omega-3 Carboxylic Acids on Pharmacokinetics/Pharmacodynamics of Warfarin or on Platelet Function When Co-administered with Acetylsalicylic Acid: Results of Two Phase I Studies in Healthy Volunteers.,https://pubmed.ncbi.nlm.nih.gov/28197979/
pubmed:28033135:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,28033135,2017,likely_exclude,likely_exclude,warfarin; anticoagulant,omega-3; fish oil; polyunsaturated fatty acid; supplement,bleeding; platelet,,Omega-3 Fatty Acid Supplementation and Warfarin: A Lethal Combination in Traumatic Brain Injury.,https://pubmed.ncbi.nlm.nih.gov/28033135/
pubmed:27885969:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,27885969,2016,likely_exclude,likely_exclude,anticoagulation; atrial fibrillation,omega-3; epa; dha,bleeding; hemorrhage; haemorrhage; platelet; adverse event,systematic review; meta-analysis; randomized; clinical trial; cohort; case series; pharmacokinetic,"36th International Symposium on Intensive Care and Emergency Medicine : Brussels, Belgium. 15-18 March 2016.",https://pubmed.ncbi.nlm.nih.gov/27885969/
pubmed:27657121:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,27657121,2016,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation,omega-3; fish oil; supplement,bleeding; interaction; adverse event,,The Use of Fish Oil with Warfarin Does Not Significantly Affect either the International Normalised Ratio or Incidence of Adverse Events in Patients with Atrial Fibrillation and Deep Vein Thrombosis: A Retrospective Study.,https://pubmed.ncbi.nlm.nih.gov/27657121/
pubmed:27325362:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,27325362,2016,likely_exclude,likely_exclude,,epa,hemorrhage,meta-analysis; clinical trial; cohort,Novel Treatments in Neuroprotection for Aneurysmal Subarachnoid Hemorrhage.,https://pubmed.ncbi.nlm.nih.gov/27325362/
pubmed:27212967:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,27212967,2016,likely_exclude,likely_exclude,warfarin,omega-3; polyunsaturated fatty acid; supplement,bleeding; platelet,randomized,Omega-3 polyunsaturated fatty acid supplementation in the prevention of cardiovascular disease.,https://pubmed.ncbi.nlm.nih.gov/27212967/
pubmed:26904189:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,26904189,2015,manual_review_medium,include_candidate,anticoagulant,fish oil,bleeding,case report,Intramural oesophageal dissection as an unusual presentation of chest pain: A case report.,https://pubmed.ncbi.nlm.nih.gov/26904189/
pubmed:26184395:pubmed_anticoag_refined_20260531T223335_90c4eb6f,anticoag_refined,26184395,2015,likely_exclude,likely_exclude,warfarin,fish oil,bleeding; platelet; adverse event,systematic review; meta-analysis; randomised,Medical adjuvant treatment to increase patency of arteriovenous fistulae and grafts.,https://pubmed.ncbi.nlm.nih.gov/26184395/
pubmed:42218370:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42218370,2026,likely_exclude,likely_exclude,kidney stone,calcium,kidney stone; recurrence,,Association between triglyceride levels and upper urinary tract calcium stones recurrence.,https://pubmed.ncbi.nlm.nih.gov/42218370/
pubmed:42212267:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42212267,2026,likely_exclude,likely_exclude,kidney stone,calcium,kidney stone; recurrence,,Multi-target litholytic strategy toward calcium oxalate stone therapy: a fundamental study.,https://pubmed.ncbi.nlm.nih.gov/42212267/
pubmed:42199063:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42199063,2026,likely_exclude,likely_exclude,nephrolithiasis,calcium; vitamin d,nephrolithiasis; recurrence,,Normocalcemic primary hyperparathyroidism: an update on diagnostic and management challenges.,https://pubmed.ncbi.nlm.nih.gov/42199063/
pubmed:42194937:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42194937,2026,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria; nephrolithiasis,cohort,Heterogeneous Phenotypes of Primary Hyperparathyroidism in Romania: Characterization of a Large Cohort.,https://pubmed.ncbi.nlm.nih.gov/42194937/
pubmed:42189825:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42189825,2026,likely_exclude,likely_exclude,kidney stone; renal stone; nephrolithiasis,calcium; vitamin d,kidney stone; nephrolithiasis,,Association between asymptomatic hyperuricemia and kidney stones.,https://pubmed.ncbi.nlm.nih.gov/42189825/
pubmed:42182979:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42182979,2026,manual_review_high,include_candidate,kidney stone,calcium; vitamin d; supplement,kidney stone; adverse,cohort,Combined occurrence of cardiovascular and bone events in individuals with kidney stone disease.,https://pubmed.ncbi.nlm.nih.gov/42182979/
pubmed:42176144:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42176144,2026,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; urolithiasis,calcium,kidney stone; nephrolithiasis,systematic review; meta-analysis,Association Between Ambient Temperature and Urolithiasis: A Systematic Review and Meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/42176144/
pubmed:42166177:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42166177,2026,likely_exclude,likely_exclude,nephrolithiasis,calcium; vitamin d,nephrolithiasis; adverse,clinical trial,Sustained Improvement in Renal Function with Palopegteriparatide in Adults with Chronic Hypoparathyroidism: 2-Year Results from the Phase 3 PaTHway-Trial.,https://pubmed.ncbi.nlm.nih.gov/42166177/
pubmed:42164543:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42164543,2026,likely_exclude,likely_exclude,nephrolithiasis,vitamin d,nephrolithiasis,,Renal calcifications and primary hyperpara-thyroidism in a tertiary care hospital center of North Africa: a single-center experience.,https://pubmed.ncbi.nlm.nih.gov/42164543/
pubmed:42161334:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42161334,2026,likely_exclude,likely_exclude,hypercalciuria,calcium,hypercalciuria; adverse,,Continuous subcutaneous recombinant PTH(1-34) infusion improves serum calcium and phosphate homeostasis in children with autosomal dominant hypocalcemia type 1 refractory to standard-of-care treatment.,https://pubmed.ncbi.nlm.nih.gov/42161334/
pubmed:42158881:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42158881,2026,likely_exclude,likely_exclude,kidney stone; nephrolithiasis,calcium,kidney stone; nephrolithiasis; recurrence,,The gut-kidney axis in calcium oxalate nephrolithiasis: Nutritional and microbial insights.,https://pubmed.ncbi.nlm.nih.gov/42158881/
pubmed:42154023:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42154023,2026,likely_exclude,likely_exclude,urolithiasis,calcium,recurrence,,[Management of recurrent urolithiasis: indications for therapy escalation and discontinuation].,https://pubmed.ncbi.nlm.nih.gov/42154023/
pubmed:42152638:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42152638,2026,likely_exclude,likely_exclude,kidney stone; urolithiasis,calcium,kidney stone; recurrence,,"Machine Learning-Enabled Exploration of Bryophyllum Pinnatum Phytoconstituents for Urolithiasis Management: Molecular Docking, MMGBSA Analysis, ADMET Profiling, MD simulations, and Toxicity Assessment.",https://pubmed.ncbi.nlm.nih.gov/42152638/
pubmed:42147788:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42147788,2026,likely_exclude,likely_exclude,kidney stone,calcium,kidney stone; recurrence; adverse,cohort,Long-term citrate treatment in high-risk kidney stone formers is not associated with metabolic adverse effects.,https://pubmed.ncbi.nlm.nih.gov/42147788/
pubmed:42136917:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42136917,2026,likely_exclude,likely_exclude,kidney stone; nephrolithiasis,calcium,kidney stone; nephrolithiasis,cohort,When Stones Begin: Age of Onset Reveals the Systemic Metabolic Nature of Nephrolithiasis.,https://pubmed.ncbi.nlm.nih.gov/42136917/
pubmed:42133563:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42133563,2026,likely_exclude,likely_exclude,nephrolithiasis,calcium,nephrolithiasis; recurrence,,LncRNA MIR205HG elevates FSTL1 expression to drive calcium oxalate nephrolithiasis in vitro through absorbing miR-5581-3p.,https://pubmed.ncbi.nlm.nih.gov/42133563/
pubmed:42129239:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42129239,2026,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium,hypercalcemia; hypercalciuria; nephrolithiasis,,Chest radiographic findings suggestive of possible sarcoidosis in patients with nephrolithiasis.,https://pubmed.ncbi.nlm.nih.gov/42129239/
pubmed:42128230:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42128230,2026,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium,hypercalciuria; nephrolithiasis,systematic review,Microgravity-Related Changes in Urinary Calcium and Oxalate Excretion: A Systematic Review of Astronaut Data.,https://pubmed.ncbi.nlm.nih.gov/42128230/
pubmed:42105121:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42105121,2026,likely_exclude,likely_exclude,nephrolithiasis,calcium,nephrolithiasis; adverse,,"A comparative analysis of osteoporosis, nephrolithiasis, and metabolic/cardiovascular comorbidities in normocalcemic and mild primary hyperparathyroidism.",https://pubmed.ncbi.nlm.nih.gov/42105121/
pubmed:42103208:pubmed_kidney_stone_refined_20260531T223339_33755914,kidney_stone_refined,42103208,2026,likely_exclude,likely_exclude,kidney stone,calcium,kidney stone; recurrence,,Gut Oxalate Transport and Gut Microbiome as Potential Therapeutic Targets for Hyperoxaluria and Hyperoxalemia: Implications for Related Human Disease.,https://pubmed.ncbi.nlm.nih.gov/42103208/
pubmed:28317415:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,28317415,2017,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation,vitamin k,bleeding,randomized,Uninterrupted Dabigatran versus Warfarin for Ablation in Atrial Fibrillation.,https://pubmed.ncbi.nlm.nih.gov/28317415/
pubmed:39644000:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,39644000,2024,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,epa; vitamin k,inr; interaction,,Warfarin and heparin monitoring in antiphospholipid syndrome.,https://pubmed.ncbi.nlm.nih.gov/39644000/
pubmed:36244055:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,36244055,2023,likely_exclude,likely_exclude,anticoagulant; anticoagulation; atrial fibrillation,vitamin k,bleeding; hemorrhage; adverse event,randomized,Risk and Management of Bleeding Complications with Direct Oral Anticoagulants in Patients with Atrial Fibrillation and Venous Thromboembolism: a Narrative Review.,https://pubmed.ncbi.nlm.nih.gov/36244055/
pubmed:39288907:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,39288907,2025,manual_review_high,include_candidate,warfarin; anticoagulant; anticoagulation,vitamin k; cranberry; herbal,bleeding; interaction,randomized; cohort; case report; case series; pharmacokinetic,"Pharmacokinetic and Pharmacodynamic Interactions between Food or Herbal Products and Oral Anticoagulants: Evidence Review, Practical Recommendations, and Knowledge Gaps.",https://pubmed.ncbi.nlm.nih.gov/39288907/
pubmed:36304597:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,36304597,2022,likely_exclude,exclude_duplicate,anticoagulant,fish oil; cranberry; glucosamine; herbal; supplement,bleeding,,Dietary supplements and bleeding.,https://pubmed.ncbi.nlm.nih.gov/36304597/
pubmed:27754958:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27754958,2017,likely_exclude,likely_exclude,warfarin; anticoagulant; atrial fibrillation; inr,vitamin k,inr,,Point-of-care testing INR: an overview.,https://pubmed.ncbi.nlm.nih.gov/27754958/
pubmed:21364039:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,21364039,2011,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,epa; cranberry; herbal,inr; interaction,clinical trial; case report,Warfarin-cranberry juice interaction.,https://pubmed.ncbi.nlm.nih.gov/21364039/
pubmed:33212808:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,33212808,2020,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,epa; vitamin k,inr; platelet,,Management of Antiphospholipid Syndrome.,https://pubmed.ncbi.nlm.nih.gov/33212808/
pubmed:18666848:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,18666848,2008,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,inr,,Self-management of anticoagulation.,https://pubmed.ncbi.nlm.nih.gov/18666848/
pubmed:38795872:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,38795872,2024,likely_exclude,likely_exclude,inr,vitamin k,bleeding; inr,,The historical origins of modern international normalized ratio targets.,https://pubmed.ncbi.nlm.nih.gov/38795872/
pubmed:38958388:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,38958388,2024,likely_exclude,likely_exclude,anticoagulation; inr,vitamin k,hemorrhage; inr,randomized; cohort,Building evidence on safety of endovascular thrombectomy for patients under anticoagulation with vitamin K antagonists.,https://pubmed.ncbi.nlm.nih.gov/38958388/
pubmed:35533748:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,35533748,2022,likely_exclude,likely_exclude,warfarin; anticoagulation; atrial fibrillation; inr,vitamin k,bleeding; inr,,Over-anticoagulation by vitamin K antagonists and gender differences.,https://pubmed.ncbi.nlm.nih.gov/35533748/
pubmed:24832594:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,24832594,2014,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k; supplement,bleeding; haemorrhage; inr,systematic review; randomised,Vitamin K for improved anticoagulation control in patients receiving warfarin.,https://pubmed.ncbi.nlm.nih.gov/24832594/
pubmed:35834523:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,35834523,2022,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,bleeding; inr; adverse event,systematic review; meta-analysis,Vitamin K antagonist reversal strategies: Systematic review and network meta-analysis from the AABB.,https://pubmed.ncbi.nlm.nih.gov/35834523/
pubmed:14639058:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,14639058,2003,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,bleeding; inr; interaction,,Intentional warfarin overdose.,https://pubmed.ncbi.nlm.nih.gov/14639058/
pubmed:33614342:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,33614342,2021,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,bleeding; inr; interaction,,Tongue Hematoma With Necrosis.,https://pubmed.ncbi.nlm.nih.gov/33614342/
pubmed:17143047:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,17143047,2007,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k; supplement,inr; interaction,randomized,Dietary vitamin K intake and anticoagulation in elderly patients.,https://pubmed.ncbi.nlm.nih.gov/17143047/
pubmed:16610971:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16610971,2006,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation,vitamin k; herbal; supplement,bleeding; interaction,pharmacokinetic,"Warfarin and its interactions with foods, herbs and other dietary supplements.",https://pubmed.ncbi.nlm.nih.gov/16610971/
pubmed:27785043:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27785043,2016,likely_exclude,likely_exclude,anticoagulant; anticoagulation; inr,vitamin k,inr,,International normalized ratio self-testing and self-management: improving patient outcomes.,https://pubmed.ncbi.nlm.nih.gov/27785043/
pubmed:34652608:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,34652608,2022,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,,inr,pharmacokinetic,Semi-empirical anticoagulation model (SAM): INR monitoring during Warfarin therapy.,https://pubmed.ncbi.nlm.nih.gov/34652608/
pubmed:7863972:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,7863972,1995,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,epa; vitamin k,bleeding; inr,,Optimal intensity and monitoring warfarin.,https://pubmed.ncbi.nlm.nih.gov/7863972/
pubmed:22077529:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,22077529,2011,likely_exclude,likely_exclude,warfarin; anticoagulant,vitamin k; supplement,bleeding,,Treatment of warfarin-associated coagulopathy with vitamin K.,https://pubmed.ncbi.nlm.nih.gov/22077529/
pubmed:31209952:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,31209952,2019,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation,vitamin k; supplement,bleeding; hemorrhage,systematic review; randomized; clinical trial,Warfarin in nonvalvular atrial fibrillation-Time for a change?,https://pubmed.ncbi.nlm.nih.gov/31209952/
pubmed:27913535:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27913535,2016,likely_exclude,likely_exclude,anticoagulant; anticoagulation; inr,epa; vitamin k,bleeding; inr; interaction,pharmacokinetic,Reversing vitamin K antagonists: making the old new again.,https://pubmed.ncbi.nlm.nih.gov/27913535/
pubmed:36940171:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,36940171,2023,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,bleeding; inr; interaction,,Converting patients from warfarin to non-vitamin K antagonist oral anticoagulants.,https://pubmed.ncbi.nlm.nih.gov/36940171/
pubmed:33895864:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,33895864,2021,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,inr; interaction,systematic review,Drug-drug interactions between vitamin K antagonists and statins: a systematic review.,https://pubmed.ncbi.nlm.nih.gov/33895864/
pubmed:35149398:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,35149398,2022,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,inr,,Warfarin monitoring and interference by lupus anticoagulant in patients with antiphospholipid syndrome.,https://pubmed.ncbi.nlm.nih.gov/35149398/
pubmed:18636228:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,18636228,2009,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,inr; adverse event,,Anticoagulation: where we are and where we need to go.,https://pubmed.ncbi.nlm.nih.gov/18636228/
pubmed:15630483:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,15630483,2005,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k; herbal,bleeding; inr; platelet; interaction,,Herbal remedies and anticoagulant therapy.,https://pubmed.ncbi.nlm.nih.gov/15630483/
pubmed:28249326:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,28249326,2017,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation,vitamin k,bleeding,clinical trial; pharmacokinetic,Laboratory Assessment of Direct Oral Anticoagulants.,https://pubmed.ncbi.nlm.nih.gov/28249326/
pubmed:33543639:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,33543639,2021,likely_exclude,likely_exclude,warfarin; inr,vitamin k,inr,cohort,INR Response to Low-Dose Vitamin K in Warfarin Patients.,https://pubmed.ncbi.nlm.nih.gov/33543639/
pubmed:30850385:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,30850385,2019,likely_exclude,likely_exclude,anticoagulation; inr,vitamin k,bleeding; inr,systematic review; meta-analysis; randomized,Vitamin K for reversal of excessive vitamin K antagonist anticoagulation: a systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/30850385/
pubmed:30157037:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,30157037,2018,likely_exclude,likely_exclude,anticoagulant; anticoagulation,vitamin k,bleeding; hemorrhage,,Prothrombin Complex Concentrates for Perioperative Vitamin K Antagonist and Non-vitamin K Anticoagulant Reversal.,https://pubmed.ncbi.nlm.nih.gov/30157037/
pubmed:14967065:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,14967065,2004,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k,bleeding; hemorrhage; inr,,The use of vitamin K in patients on anticoagulant therapy: a practical guide.,https://pubmed.ncbi.nlm.nih.gov/14967065/
pubmed:16505257:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16505257,2006,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k,bleeding; hemorrhage; inr; adverse event,meta-analysis; randomized,Treatment of excessive anticoagulation with phytonadione (vitamin K): a meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/16505257/
pubmed:25033004:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,25033004,2014,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation,epa; vitamin k,bleeding; hemorrhage; adverse event,,Anticoagulation: managing adverse events in patients receiving anticoagulation and perioperative care.,https://pubmed.ncbi.nlm.nih.gov/25033004/
