source,target_id,rank,provider_id,pmid,doi,year,journal,title,url,study
europe_pmc,anticoag_secondary,1,41854610,41854610,10.1001/jamanetworkopen.2026.2627,2026,JAMA Netw Open,Warfarin Patient Self-Management in the US Health Care System: A Nonrandomized Clinical Trial.,https://europepmc.org/article/MED/41854610,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,2,41928303,41928303,10.1186/s13256-026-05991-3,2026,J Med Case Rep,Critical uterine bleeding after miscarriage in a warfarin-anticoagulated patient with mechanical heart valve: a case report.,https://europepmc.org/article/MED/41928303,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,3,41970785,41970785,10.13107/jocr.2026.v16.i04.7034,2026,J Orthop Case Rep,Warfarin-associated Spontaneous Hemorrhage from the Lateral Pectoral Artery after Reverse Total Shoulder Arthroplasty: A Case Report.,https://europepmc.org/article/MED/41970785,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,4,41994394,41994394,10.12669/pjms.42.3.14504,2026,Pak J Med Sci,Efficacy and safety of different intensities of anticoagulation with warfarin in elderly patients with non-valvular atrial fibrillation.,https://europepmc.org/article/MED/41994394,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,5,42136139,42136139,10.1002/phar.70154,2026,Pharmacotherapy,Cost-Effectiveness Analysis of Patient Self-Management of Warfarin Among Patients With Non-Valvular Atrial Fibrillation.,https://europepmc.org/article/MED/42136139,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,6,41988320,41988320,10.21037/jtd-2025-aw-2029,2026,J Thorac Dis,Perioperative anticoagulation management in patients with left ventricular assist devices undergoing elective non-cardiac surgery: a retrospective study of bleeding and thrombosis.,https://europepmc.org/article/MED/41988320,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,7,41994589,41994589,10.2147/ijgm.s568871,2026,Int J Gen Med,Determinants of Suboptimal INR Control in Eritrean Post-Cardiac Surgery Patients: Insights from a Low-Resource Setting.,https://europepmc.org/article/MED/41994589,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,8,42152071,42152071,10.1186/s12959-026-00865-6,2026,Thromb J,Pooled estimate of anticoagulation control with warfarin therapy among adult patients in Ethiopia: a systematic review and meta-analysis.,https://europepmc.org/article/MED/42152071,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,9,41663175,41663175,10.1136/bmjopen-2025-105575,2026,BMJ Open,"Evaluation of a pharmacist-led patient-self-testing model for warfarin management in patients undergoing mechanical heart valve replacement in China: a multicentre, open-label, randomised, controlled trial.",https://europepmc.org/article/MED/41663175,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,10,PMC13200797,,,,Cureus,Anticoagulation Pauses and Anesthetic Options: A Case for Multidisciplinary Harmonization,,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,11,41913831,41913831,10.7759/cureus.104354,2026,Cureus,Delayed Port-Site Hematoma Following Robot-Assisted Hysterectomy Using the Hinotori Surgical Robot System in an Anticoagulated Patient With Cardiovascular Comorbidities: A Case Report.,https://europepmc.org/article/MED/41913831,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,12,41525219,41525219,10.1177/10760296251410932,2026,Clin Appl Thromb Hemost,Narrative Review of Management Strategies and Risk Mitigation for Gastrointestinal Bleeding in Atrial Fibrillation Patients Receiving Warfarin.,https://europepmc.org/article/MED/41525219,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,13,PMC13093300,,,2026,Clin Case Rep,Influence of Serum Carbamazepine Concentration on the Anticoagulant Effect of Warfarin in a Pediatric Case: Effects of Carbamazepine Tapering and Discontinuation During Concomitant Sodium Valproate Therapy,,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,14,PMC12932981,,,2026,JACC Case Rep,Managing a Pregnant Patient With a Mechanical Heart Valve and Subchorionic Hematomas,,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,15,41768631,41768631,10.1021/acsomega.5c09582,2026,ACS Omega,Warfarin-GPRP: Development and Evaluation of a Novel Warfarin-Based Peptide Conjugate for Enhanced Anticoagulant Activity.,https://europepmc.org/article/MED/41768631,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,16,41926344,41926344,10.12659/ajcr.952509,2026,Am J Case Rep,Use of Apixaban for Venous Thromboembolism Prophylaxis in an Older Hemodialysis Patient After Total Knee Replacement: A Case Report.,https://europepmc.org/article/MED/41926344,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,17,41949434,41949434,10.1177/10760296261442053,2026,Clin Appl Thromb Hemost,Efficacy and Safety of Direct Oral Anticoagulants Versus Standard Anticoagulation for Thromboprophylaxis in Nephrotic Syndrome: A Systematic Review and Meta-Analysis.,https://europepmc.org/article/MED/41949434,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,18,41767128,41767128,10.1016/j.mcpdig.2026.100336,2026,Mayo Clin Proc Digit Health,The Effectiveness of Digital Therapeutics Intervention in Oral Anticoagulation Management: A Systematic Review and Meta-analysis.,https://europepmc.org/article/MED/41767128,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,19,41509895,41509895,10.1177/00185787251405375,2026,Hosp Pharm,Marked INR Elevation Associated with Cefazolin: A Case Report.,https://europepmc.org/article/MED/41509895,yeohj_anticoag_renal
europe_pmc,anticoag_secondary,20,41976898,41976898,10.3390/jcm15072597,2026,J Clin Med,Anticoagulation Stewardship Program in the DOAC Era.,https://europepmc.org/article/MED/41976898,yeohj_anticoag_renal
crossref,anticoag_secondary,1,10.2165/00128415-201113470-00051,,10.2165/00128415-201113470-00051,2011,Reactions Weekly,Cranberry/warfarin interaction,https://doi.org/10.2165/00128415-201113470-00051,yeohj_anticoag_renal
crossref,anticoag_secondary,2,10.2165/00128415-201113610-00057,,10.2165/00128415-201113610-00057,2011,Reactions Weekly,Cranberry/warfarin/paracetamol,https://doi.org/10.2165/00128415-201113610-00057,yeohj_anticoag_renal
crossref,anticoag_secondary,3,10.2165/00128415-200812290-00035,,10.2165/00128415-200812290-00035,2008,Reactions Weekly,Cranberry/warfarin interaction,https://doi.org/10.2165/00128415-200812290-00035,yeohj_anticoag_renal
crossref,anticoag_secondary,4,10.2165/00128415-201214000-00150,,10.2165/00128415-201214000-00150,2012,Reactions Weekly,Warfarin/cranberry interaction,https://doi.org/10.2165/00128415-201214000-00150,yeohj_anticoag_renal
crossref,anticoag_secondary,5,10.1300/j157v01n01_07,,10.1300/j157v01n01_07,2000,Journal Of Herbal Pharmacotherapy,Interaction Between Warfarin and a Vitamin K-Containing Nutritional Supplement,https://doi.org/10.1300/j157v01n01_07,yeohj_anticoag_renal
crossref,anticoag_secondary,6,10.2165/00128415-200811980-00067,,10.2165/00128415-200811980-00067,2008,Reactions Weekly,Glucosamine/chondroitin sulfate/warfarin interaction,https://doi.org/10.2165/00128415-200811980-00067,yeohj_anticoag_renal
crossref,anticoag_secondary,7,10.2165/00128415-200711790-00036,,10.2165/00128415-200711790-00036,2007,Reactions Weekly,Cranberry juice interaction,https://doi.org/10.2165/00128415-200711790-00036,yeohj_anticoag_renal
crossref,anticoag_secondary,8,10.2165/00128413-200716020-00055,,10.2165/00128413-200716020-00055,2007,Inpharma Weekly,"Patient self-management of oral anticoagulant therapy results in smaller variance in INR values, a higher median INR and a higher dose of warfarin,",https://doi.org/10.2165/00128413-200716020-00055,yeohj_anticoag_renal
crossref,anticoag_secondary,9,10.1007/s40278-021-07662-9,,10.1007/s40278-021-07662-9,2021,Reactions Weekly,Warfarin/herbal drink interaction,https://doi.org/10.1007/s40278-021-07662-9,yeohj_anticoag_renal
crossref,anticoag_secondary,10,10.1080/j157v01n01_07,,10.1080/j157v01n01_07,2001,Journal of Herbal Pharmacotherapy,Interaction Between Warfarin and a Vitamin K-Containing Nutritional Supplement,https://doi.org/10.1080/j157v01n01_07,yeohj_anticoag_renal
crossref,anticoag_secondary,11,10.2165/00128415-201214130-00061,,10.2165/00128415-201214130-00061,2012,Reactions Weekly,Cotrimoxazole/warfarin,https://doi.org/10.2165/00128415-201214130-00061,yeohj_anticoag_renal
crossref,anticoag_secondary,12,10.1007/s40278-025-85412-y,,10.1007/s40278-025-85412-y,2025,Reactions Weekly,Turmeric/warfarin,https://doi.org/10.1007/s40278-025-85412-y,yeohj_anticoag_renal
crossref,anticoag_secondary,13,10.2165/00128415-200409980-00056,,10.2165/00128415-200409980-00056,2004,Reactions Weekly,Warfarin interaction,https://doi.org/10.2165/00128415-200409980-00056,yeohj_anticoag_renal
crossref,anticoag_secondary,14,10.1007/s40278-018-53980-3,,10.1007/s40278-018-53980-3,2018,Reactions Weekly,Warfarin,https://doi.org/10.1007/s40278-018-53980-3,yeohj_anticoag_renal
crossref,anticoag_secondary,15,10.1007/s40278-020-79725-8,,10.1007/s40278-020-79725-8,2020,Reactions Weekly,Paracetamol/warfarin interaction,https://doi.org/10.1007/s40278-020-79725-8,yeohj_anticoag_renal
crossref,anticoag_secondary,16,10.2165/00128415-200912760-00094,,10.2165/00128415-200912760-00094,2009,Reactions Weekly,Warfarin/marijuana interaction,https://doi.org/10.2165/00128415-200912760-00094,yeohj_anticoag_renal
crossref,anticoag_secondary,17,10.2165/00128415-200711540-00075,,10.2165/00128415-200711540-00075,2007,Reactions Weekly,Warfarin interaction,https://doi.org/10.2165/00128415-200711540-00075,yeohj_anticoag_renal
crossref,anticoag_secondary,18,10.2165/00128415-201113460-00126,,10.2165/00128415-201113460-00126,2011,Reactions Weekly,Sulfasalazine/warfarin interaction,https://doi.org/10.2165/00128415-201113460-00126,yeohj_anticoag_renal
crossref,anticoag_secondary,19,10.1007/s40278-019-56616-2,,10.1007/s40278-019-56616-2,2019,Reactions Weekly,Warfarin,https://doi.org/10.1007/s40278-019-56616-2,yeohj_anticoag_renal
crossref,anticoag_secondary,20,10.1007/s40278-021-89829-x,,10.1007/s40278-021-89829-x,2021,Reactions Weekly,Warfarin,https://doi.org/10.1007/s40278-021-89829-x,yeohj_anticoag_renal
europe_pmc,renal_secondary,1,41849633,41849633,10.1159/000551270,2026,Kidney Blood Press Res,"Composite Phenotype: Recurrent Nephrolithiasis and Chronic Kidney Disease in an Adult with Biallelic &lt;italic&gt;SLC34A3&lt;/italic&gt; and Monoallelic &lt;italic&gt;SLC3A1&lt;/italic&gt; Pathogenic Variants - Who Is ""The Culprit""?",https://europepmc.org/article/MED/41849633,yeohj_anticoag_renal
europe_pmc,renal_secondary,2,41800319,41800319,10.1093/ckj/sfag001,2026,Clin Kidney J,Beyond expensive innovations: affordable and effective strategies for managing tubulopathies in adults.,https://europepmc.org/article/MED/41800319,yeohj_anticoag_renal
europe_pmc,renal_secondary,3,41874646,41874646,10.1007/s00508-026-02733-9,2026,Wien Klin Wochenschr,Effect of parathyroidectomy on stone recurrence in primary hyperparathyroidism : A systematic review.,https://europepmc.org/article/MED/41874646,yeohj_anticoag_renal
europe_pmc,renal_secondary,4,41612493,41612493,10.1186/s13293-026-00833-9,2026,Biol Sex Differ,Steroid hormones and nephrolithiasis: regulation of urine components metabolism and inflammation.,https://europepmc.org/article/MED/41612493,yeohj_anticoag_renal
europe_pmc,renal_secondary,5,41645214,41645214,10.1186/s13023-026-04232-6,2026,Orphanet J Rare Dis,"Enamel renal syndrome due to FAM20A mutations: challenging kidney management in view of nephrocalcinosis, hypophosphatemia and hypocalciuria.",https://europepmc.org/article/MED/41645214,yeohj_anticoag_renal
europe_pmc,renal_secondary,6,41894644,41894644,10.1097/ju.0000000000005042,2026,J Urol,Baseline Urinary Calcium and the Efficacy of Thiazide Diuretics for Kidney Stone Prevention.,https://europepmc.org/article/MED/41894644,yeohj_anticoag_renal
europe_pmc,renal_secondary,7,42022708,42022708,10.7759/cureus.105619,2026,Cureus,Single-Nucleotide Polymorphism (SNP) A986S (rs1801725) of the Calcium-Sensing Receptor in Children With Idiopathic Hypercalciuria.,https://europepmc.org/article/MED/42022708,yeohj_anticoag_renal
europe_pmc,renal_secondary,8,42074253,42074253,10.3390/ijms27083616,2026,Int J Mol Sci,"Molecular and Genetic Determinants of Nephrocalcinosis: Mechanisms, Genotype-Phenotype Correlations, and Precision Medicine.",https://europepmc.org/article/MED/42074253,yeohj_anticoag_renal
europe_pmc,renal_secondary,9,40917505,40917505,10.1007/s44162-025-00116-8,2025,J Rare Dis (Berlin),Late onset presentation of nephrocalcinosis and nephrolithiasis in association with a heterozygous &lt;i&gt;CYP24A1&lt;/i&gt; pathogenic variant.,https://europepmc.org/article/MED/40917505,yeohj_anticoag_renal
europe_pmc,renal_secondary,10,41908612,41908612,10.1016/j.xkme.2026.101271,2026,Kidney Med,Three People With Recurrent Nephrolithiasis and Heterozygous &lt;i&gt;ABCC6&lt;/i&gt; Mutations.,https://europepmc.org/article/MED/41908612,yeohj_anticoag_renal
europe_pmc,renal_secondary,11,41938536,41938536,10.3389/fcell.2026.1746423,2026,Front Cell Dev Biol,CaSR regulates SLC26A6 expression via the PKA-FOXO4 signaling axis to promote experimental calcium oxalate kidney stone formation in rats.,https://europepmc.org/article/MED/41938536,yeohj_anticoag_renal
europe_pmc,renal_secondary,12,42194937,42194937,10.3390/jcm15103973,2026,J Clin Med,Heterogeneous Phenotypes of Primary Hyperparathyroidism in Romania: Characterization of a Large Cohort.,https://europepmc.org/article/MED/42194937,yeohj_anticoag_renal
europe_pmc,renal_secondary,13,41275096,41275096,10.1186/s12877-025-06770-3,2025,BMC Geriatr,Acute oxalate nephropathy seven years post Roux-en-Y gastric bypass surgery without excessive vitamin C intake: a case report.,https://europepmc.org/article/MED/41275096,yeohj_anticoag_renal
europe_pmc,renal_secondary,14,41694843,41694843,10.7759/cureus.101450,2026,Cureus,Metabolic Insights From Composition-Based Analysis of Kidney Stones: A Retrospective Study of 506 Patients.,https://europepmc.org/article/MED/41694843,yeohj_anticoag_renal
europe_pmc,renal_secondary,15,41102971,41102971,10.24171/j.phrp.2025.0157,2025,Osong Public Health Res Perspect,"Association of demographic and biochemical factors with hypercalciuria among Meitei adults in Manipur, Northeast India: a cross-sectional study.",https://europepmc.org/article/MED/41102971,yeohj_anticoag_renal
europe_pmc,renal_secondary,16,41606098,41606098,10.1038/s41598-026-37440-y,2026,Sci Rep,24-hour urine chemistry shows higher stone formation risk after malabsorptive than restrictive type bariatric surgery.,https://europepmc.org/article/MED/41606098,yeohj_anticoag_renal
europe_pmc,renal_secondary,17,41760146,41760146,10.1136/bmjopen-2025-109747,2026,BMJ Open,Risk factors for renal stone development in adults with primary hyperparathyroidism: a protocol for a systematic review and meta-analysis.,https://europepmc.org/article/MED/41760146,yeohj_anticoag_renal
europe_pmc,renal_secondary,18,42129979,42129979,10.1136/bmjopen-2025-115297,2026,BMJ Open,Effect of parathyroidectomy versus non-surgical management on renal outcomes in primary hyperparathyroidism: protocol for a systematic review and meta-analysis.,https://europepmc.org/article/MED/42129979,yeohj_anticoag_renal
europe_pmc,renal_secondary,19,PMC12986501,,,2026,Nutrients,Impact of Calcium-Magnesium Ratio in Purified Water Remineralization on Calcium Oxalate Crystal Formation and Renal Injury,,yeohj_anticoag_renal
europe_pmc,renal_secondary,20,41541626,41541626,10.1017/jns.2025.10064,2026,J Nutr Sci,An open-label interventional study on efficacy and safety of 25 µg of daily calcifediol capsule versus 100 µg of cholecalciferol sachets in apparently healthy volunteers.,https://europepmc.org/article/MED/41541626,yeohj_anticoag_renal
crossref,renal_secondary,1,10.1053/j.ajkd.2011.02.150,,10.1053/j.ajkd.2011.02.150,2011,American Journal of Kidney Diseases,147 Vitamin D Status and Calciuiria in Calcium Oxalate Nephrolithiasis,https://doi.org/10.1053/j.ajkd.2011.02.150,yeohj_anticoag_renal
crossref,renal_secondary,2,10.1097/gme.0000000000000336,,10.1097/gme.0000000000000336,2014,Menopause,Effects of vitamin D and calcium supplementation on hypercalcemia and hypercalciuria,https://doi.org/10.1097/gme.0000000000000336,yeohj_anticoag_renal
crossref,renal_secondary,3,10.1016/b978-012252687-9/50080-2,,10.1016/b978-012252687-9/50080-2,2005,Vitamin D,Idiopathic Hypercalciuria and Nephrolithiasis,https://doi.org/10.1016/b978-012252687-9/50080-2,yeohj_anticoag_renal
crossref,renal_secondary,4,10.1016/b978-0-12-381978-9.10071-x,,10.1016/b978-0-12-381978-9.10071-x,2011,Vitamin D,Idiopathic Hypercalciuria and Nephrolithiasis,https://doi.org/10.1016/b978-0-12-381978-9.10071-x,yeohj_anticoag_renal
crossref,renal_secondary,5,10.1038/ki.1991.162,,10.1038/ki.1991.162,1991,Kidney International,Calcium oxalate nephrolithiasis: Defective oxalate transport,https://doi.org/10.1038/ki.1991.162,yeohj_anticoag_renal
crossref,renal_secondary,6,10.1016/b978-0-12-809963-6.00081-x,,10.1016/b978-0-12-809963-6.00081-x,2018,Vitamin D,Idiopathic Hypercalciuria and Nephrolithiasis,https://doi.org/10.1016/b978-0-12-809963-6.00081-x,yeohj_anticoag_renal
crossref,renal_secondary,7,10.1053/j.ajkd.2016.03.265,,10.1053/j.ajkd.2016.03.265,2016,American Journal of Kidney Diseases,"Germline Variation in Genes Known to Cause Familial Calcium Oxalate Nephrolithiasis and Risk of Idiopathic, Non-Familial Calcium Oxalate Nephrolithiasis",https://doi.org/10.1053/j.ajkd.2016.03.265,yeohj_anticoag_renal
crossref,renal_secondary,8,10.1097/gme.0000000000000270,,10.1097/gme.0000000000000270,2014,Menopause,Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women,https://doi.org/10.1097/gme.0000000000000270,yeohj_anticoag_renal
crossref,renal_secondary,9,10.1046/j.1523-1755.2003.00815.x,,10.1046/j.1523-1755.2003.00815.x,2003,Kidney International,Effect of vitamin C supplements on urinary oxalate and pH in calcium stone-forming patients,https://doi.org/10.1046/j.1523-1755.2003.00815.x,yeohj_anticoag_renal
crossref,renal_secondary,10,10.1038/ki.1978.60,,10.1038/ki.1978.60,1978,Kidney International,Hyperuricosuric calcium oxalate nephrolithiasis,https://doi.org/10.1038/ki.1978.60,yeohj_anticoag_renal
crossref,renal_secondary,11,10.1016/j.juro.2014.08.023,,10.1016/j.juro.2014.08.023,2014,Journal of Urology,Re: Incidence of Hypercalciuria and Hypercalcemia during Vitamin D and Calcium Supplementation in Older Women,https://doi.org/10.1016/j.juro.2014.08.023,yeohj_anticoag_renal
crossref,renal_secondary,12,10.1183/13993003.congress-2025.pa1894,,10.1183/13993003.congress-2025.pa1894,2025,Sarcoidosis and other granulomatous ILD/DPLD,Iatrogenic hypercalcemia due to vitamin D and calcium supplement intoxication,https://doi.org/10.1183/13993003.congress-2025.pa1894,yeohj_anticoag_renal
crossref,renal_secondary,13,10.1042/cs062015pa,,10.1042/cs062015pa,1982,Clinical Science,Vitamin D and the Hypercalciuria of Idiopathic Urinary Calcium Stone Disease,https://doi.org/10.1042/cs062015pa,yeohj_anticoag_renal
crossref,renal_secondary,14,10.1007/s40278-024-72178-3,,10.1007/s40278-024-72178-3,2024,Reactions Weekly,Calcium/vitamin-D/deferasirox/vitamin-D,https://doi.org/10.1007/s40278-024-72178-3,yeohj_anticoag_renal
crossref,renal_secondary,15,10.5489/cuaj.3332,,10.5489/cuaj.3332,2015,Canadian Urological Association Journal,Combined vitamin D and calcium supplementation in vitamin D inadequate patients with urolithiasis: Impact on hypercalciuria and de novo stone formation,https://doi.org/10.5489/cuaj.3332,yeohj_anticoag_renal
crossref,renal_secondary,16,10.1038/ki.1983.172,,10.1038/ki.1983.172,1983,Kidney International,Uric acid and calcium oxalate nephrolithiasis,https://doi.org/10.1038/ki.1983.172,yeohj_anticoag_renal
crossref,renal_secondary,17,10.1053/j.ajkd.2017.02.351,,10.1053/j.ajkd.2017.02.351,2017,American Journal of Kidney Diseases,Relationship Between Serum Vitamin D Levels and Urinary Calcium Excretion in Hispanic Patients with Recurrent Nephrolithiasis,https://doi.org/10.1053/j.ajkd.2017.02.351,yeohj_anticoag_renal
crossref,renal_secondary,18,10.1007/s40278-021-04904-5,,10.1007/s40278-021-04904-5,2021,Reactions Weekly,Ascorbic-acid/vitamin-d,https://doi.org/10.1007/s40278-021-04904-5,yeohj_anticoag_renal
crossref,renal_secondary,19,10.1007/s40278-020-77908-z,,10.1007/s40278-020-77908-z,2020,Reactions Weekly,Vitamin-d,https://doi.org/10.1007/s40278-020-77908-z,yeohj_anticoag_renal
crossref,renal_secondary,20,10.3390/nu10030366,,10.3390/nu10030366,2018,Nutrients,"Vitamin D, Hypercalciuria and Kidney Stones",https://doi.org/10.3390/nu10030366,yeohj_anticoag_renal
